	CTX-M-130	CTX-M-121	CTX-M-155	CTX-M-42	CTX-M-112	CTX-M-50	CTX-M-24	CTX-M-19	CTX-M-38	CTX-M-58	CTX-M-56	CTX-M-88	CTX-M-126	CTX-M-107	CTX-M-11	CTX-M-125	CTX-M-101	CTX-M-36	CTX-M-35	CTX-M-159	CTX-M-151	CTX-M-25	CTX-M-147	CTX-M-1	CTX-M-94	CTX-M-30	CTX-M-76	CTX-M-69	CTX-M-9	CTX-M-82	CTX-M-47	CTX-M-117	CTX-M-41	CTX-M-20	CTX-M-122	CTX-M-34	CTX-M-65	CTX-M-137	CTX-M-123	CTX-M-40	CTX-M-98	CTX-M-49	CTX-M-81	CTX-M-100	CTX-M-8	CTX-M-48	CTX-M-55	CTX-M-31	CTX-M-87	CTX-M-158	CTX-M-68	CTX-M-102	CTX-M-14	CTX-M-108	CTX-M-142	CTX-M-99	CTX-M-131	CTX-M-93	CTX-M-139	CTX-M-113	CTX-M-77	CTX-M-61	CTX-M-4	CTX-M-86	CTX-M-54	CTX-M-22	CTX-M-114	CTX-M-141	CTX-M-7	CTX-M-21	CTX-M-64	CTX-M-124	CTX-M-39	CTX-M-105	CTX-M-28	CTX-M-6	CTX-M-33	CTX-M-96	CTX-M-157	CTX-M-46	CTX-M-67	CTX-M-110	CTX-M-109	CTX-M-80	CTX-M-85	CTX-M-3	CTX-M-52	CTX-M-132	CTX-M-26	CTX-M-60	CTX-M-92	CTX-M-74	CTX-M-103	CTX-M-13	CTX-M-78	CTX-M-44	CTX-M-63	CTX-M-32	CTX-M-84	CTX-M-16	CTX-M-152	CTX-M-156	CTX-M-95	CTX-M-71	CTX-M-53	CTX-M-2	CTX-M-79	CTX-M-5	CTX-M-90	CTX-M-66	CTX-M-45	CTX-M-23	CTX-M-144	CTX-M-115	CTX-M-106	CTX-M-12	CTX-M-134	CTX-M-27	CTX-M-59	CTX-M-91	CTX-M-75	CTX-M-72	CTX-M-116	CTX-M-111	CTX-M-51	CTX-M-17	CTX-M-136	CTX-M-29	CTX-M-43	CTX-M-148	CTX-M-10	CTX-M-160	CTX-M-83	CTX-M-89	CTX-M-129	CTX-M-37	CTX-M-104	CTX-M-62	CTX-M-15	CTX-M-161	CTX-M-162	CTX-M-163	CTX-M-164	CTX-M-165	CTX-M-166	CTX-M-127	CTX-M-138	CTX-M-140	CTX-M-143	CTX-M-146	CTX-M-150	CTX-M-153	CTX-M-154	CTX-M-167	CTX-M-168	CTX-M-169	CTX-M-170	CTX-M-171	CTX-M-172	CTX-M-173	CTX-M-174	CTX-M-175	CTX-M-176	CTX-M-177	CTX-M-178	CTX-M-179	CTX-M-180	CTX-M-181	CTX-M-182	CTX-M-183	CTX-M-184	CTX-M-185	CTX-M-186	CTX-M-187	CTX-M-188	CTX-M-189	CTX-M-190	CTX-M-191	CTX-M-192	CTX-M-193	CTX-M-194	CTX-M-195	CTX-M-196	CTX-M-197	CTX-M-198	CTX-M-199	CTX-M-200	CTX-M-201	CTX-M-202	CTX-M-203	CTX-M-204	CTX-M-205	CTX-M-206	CTX-M-207	CTX-M-208	CTX-M-209	CTX-M-210	CTX-M-211	CTX-M-212	CTX-M-213	CTX-M-214	CTX-M-215	CTX-M-216	CTX-M-217	CTX-M-218	CTX-M-219	CTX-M-220	CTX-M-221	CTX-M-222	CTX-M-223	CTX-M-224	CTX-M-225	CTX-M-226	CTX-M-227	CTX-M-228	CTX-M-229	CTX-M-230	CTX-M-231	CTX-M-232	CTX-M-233	CTX-M-234	CTX-M-235	CTX-M-236	CTX-M-237	CTX-M-238	CTX-M-239	CTX-M-240	CTX-M-241	CTX-M-242	CTX-M-244	CTX-M-73	CTX-M-97
CTX-M-187	232	231	9	5	230	230	230	230	230	15	232	6	231	21	37	231	6	13	232	231	399	222	231	14	221	13	230	8	231	6	230	6	221	231	230	26	231	168	90	227	231	231	232	221	223	229	6	232	231	15	31	231	229	21	6	231	232	231	6	230	230	13	239	230	5	5	7	232	238	235	119	233	220	232	7	235	6	13	6	231	230	234	20	6	230	4	6	65	221	13	232	237	6	230	223	232	228	15	230	232	224	6	229	6	29	231	7	231	230	5	240	13	7	234	235	12	231	230	232	222	236	5	9	230	232	230	7	12	233	232	25	221	229	221	231	23	230	13	5	230	5	6	7	231	15	6	16	230	6	15	9	91	6	5	230	15	6	232	6	6	230	15	6	8	4	7	6	6	6	6	6	224	6	0	6	6	7	230	231	6	6	231	231	6	230	121	232	230	6	5	5	224	12	7	6	6	6	13	9	229	232	232	6	222	6	232	5	166	15	232	6	6	7	6	6	234	7	6	6	231	93	230	5	6	6	232	231	234	231	6	231	232
CTX-M-188	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	0	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-189	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	0	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	230	231	236	231	2	233	231
CTX-M-190	235	232	6	4	233	233	233	233	233	12	232	3	234	19	37	234	3	12	232	232	400	220	232	11	221	14	230	3	234	3	233	3	221	231	233	25	232	167	87	229	230	234	235	221	225	232	1	232	232	12	30	232	232	19	3	234	230	232	3	233	230	10	239	233	4	4	2	232	238	238	116	233	222	231	4	235	3	10	3	234	233	238	18	5	233	3	3	62	223	10	232	236	3	233	225	232	230	10	233	233	226	3	229	3	24	231	2	231	231	4	243	10	2	234	239	11	232	231	232	222	235	4	6	233	233	233	4	9	231	233	24	219	232	221	232	22	233	12	2	232	4	3	2	231	12	3	13	233	3	12	6	88	3	4	233	12	3	232	3	3	231	12	3	7	3	2	3	3	3	3	3	226	3	7	3	3	0	233	232	3	3	232	232	3	233	116	232	233	3	4	4	226	11	2	3	3	3	12	6	232	235	235	3	222	1	235	4	167	12	233	3	3	2	3	3	234	2	3	3	232	86	233	4	3	3	233	232	235	232	3	234	232
CTX-M-191	4	3	233	231	2	2	2	2	2	235	207	232	3	244	255	3	232	233	207	3	359	201	3	234	200	232	206	232	5	230	2	232	200	206	3	228	3	66	146	197	3	3	4	200	192	2	232	207	3	235	227	3	1	244	232	3	207	3	232	2	207	233	213	2	231	231	233	207	213	10	117	206	199	4	232	208	232	235	232	4	2	8	242	231	2	230	232	171	198	235	207	207	232	5	199	207	198	235	2	6	200	230	208	232	231	206	233	205	2	231	14	233	233	207	9	234	3	2	207	201	209	231	231	2	6	3	231	233	208	4	227	200	2	200	3	232	2	233	231	3	231	232	233	208	235	230	236	2	232	235	235	145	232	231	2	232	232	207	232	232	3	235	232	230	232	233	232	231	232	232	232	198	232	230	232	232	233	0	3	232	230	3	3	231	2	119	207	2	232	231	231	199	232	233	232	232	230	239	232	4	6	2	232	201	232	6	231	68	235	4	231	230	233	234	232	208	233	231	232	3	147	2	231	232	232	4	3	8	3	232	3	207
CTX-M-192	5	2	232	232	3	3	3	3	3	236	208	231	4	241	256	4	231	234	208	2	360	200	4	235	199	233	207	231	6	229	3	231	199	207	4	229	4	65	145	198	2	4	6	199	193	3	231	208	4	236	228	2	2	243	231	4	206	2	231	3	208	234	214	3	232	232	232	208	214	11	116	207	200	3	231	209	231	234	231	5	3	9	241	232	3	231	233	170	199	236	208	208	231	6	200	208	199	234	3	5	201	229	209	231	230	207	232	206	3	232	15	234	232	208	8	235	2	1	208	202	210	232	232	3	7	4	232	232	207	5	228	199	3	201	2	233	3	234	230	4	232	231	232	209	236	231	237	3	231	234	234	144	231	232	3	231	231	208	231	231	2	236	231	231	231	232	231	231	231	231	231	199	231	231	231	231	232	3	0	231	229	2	2	230	3	118	208	3	231	230	232	200	233	232	231	231	229	240	233	5	7	5	231	200	231	7	232	69	236	3	230	229	232	233	231	209	232	230	231	2	146	3	232	231	231	1	2	9	2	231	4	208
CTX-M-193	234	229	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	399	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	222	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	230	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	0	2	231	231	2	232	115	231	232	2	3	3	225	10	3	2	2	2	11	7	231	232	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-194	232	229	5	3	230	230	230	230	230	13	231	2	231	18	36	231	2	11	231	229	400	221	231	12	220	13	229	4	231	2	230	2	220	230	230	24	231	164	86	226	229	231	232	220	222	229	2	231	231	13	29	229	229	18	2	231	229	229	2	230	229	11	238	230	3	3	3	231	237	235	115	232	221	230	3	234	2	9	2	231	230	235	17	4	230	2	4	61	222	11	231	235	2	230	224	231	227	11	230	230	225	2	228	2	25	230	3	230	230	3	240	11	3	233	236	10	229	228	231	223	234	3	7	230	232	230	5	8	230	232	23	220	229	222	229	21	230	11	1	229	3	2	3	230	13	2	14	230	2	13	5	87	2	3	230	11	2	231	2	2	229	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	230	229	2	0	229	229	2	230	117	231	230	2	3	3	225	10	3	2	2	2	11	7	229	232	232	2	221	2	232	3	164	13	230	2	2	3	4	2	233	3	2	2	229	89	230	3	2	2	230	229	234	229	2	231	231
CTX-M-195	5	2	232	232	3	3	3	3	3	236	208	231	4	243	256	4	231	234	208	2	360	200	4	235	199	233	207	231	6	229	3	231	199	207	4	229	4	65	145	198	2	4	6	199	193	3	231	208	4	236	228	2	2	243	231	4	206	2	231	3	208	234	214	3	232	232	232	208	214	11	116	207	200	3	231	209	229	234	231	5	1	9	241	232	3	231	233	170	199	236	208	208	231	6	200	208	199	234	3	5	201	229	209	231	230	207	232	206	3	232	15	234	232	208	10	235	2	1	208	202	210	232	232	3	7	4	232	232	207	5	228	199	3	201	2	233	3	234	230	4	232	231	232	209	236	231	237	3	231	236	234	144	231	232	3	231	231	208	231	231	2	236	231	231	231	232	231	231	231	231	231	199	231	231	231	231	232	3	2	231	229	0	2	230	3	118	208	3	231	232	232	200	233	232	231	231	229	240	233	5	7	5	231	198	231	7	230	69	236	1	230	229	232	233	231	209	232	230	231	2	146	3	232	231	231	3	2	9	2	231	4	208
CTX-M-196	5	2	232	232	3	3	1	3	3	236	208	231	4	243	256	2	231	234	208	2	360	200	4	235	199	233	207	231	6	229	3	231	199	207	2	229	2	65	145	198	2	4	6	199	193	3	231	208	4	236	228	2	2	243	231	2	206	2	231	3	208	234	214	3	232	232	232	208	214	11	116	207	200	3	231	209	231	234	231	5	3	9	241	232	3	231	233	170	199	236	208	208	231	6	200	208	199	234	3	5	201	229	209	231	230	207	232	206	3	232	15	234	232	208	10	235	2	1	208	202	210	232	232	3	7	4	232	232	207	3	228	199	3	201	2	233	3	234	230	4	232	231	232	209	236	231	237	3	231	236	234	144	231	232	3	231	231	208	231	231	2	236	231	231	231	232	231	231	231	231	231	199	231	231	231	231	232	3	2	231	229	2	0	230	3	118	208	3	231	232	232	200	233	232	231	231	229	240	233	5	7	3	231	200	231	7	232	69	236	3	230	229	232	233	231	209	232	230	231	2	146	3	232	231	231	3	2	9	2	231	4	208
CTX-M-197	233	230	5	3	231	231	231	231	231	13	230	2	232	18	36	232	2	11	230	230	400	220	232	12	219	13	228	4	232	2	231	2	219	229	231	24	232	165	85	227	230	232	233	219	223	230	2	230	232	13	29	230	230	18	2	232	228	230	2	231	228	11	237	231	3	3	3	230	236	236	114	231	220	231	3	233	2	9	2	232	231	236	17	4	231	2	4	60	221	11	230	235	2	231	223	230	228	11	231	231	224	2	227	2	25	229	3	229	231	3	241	11	3	232	237	10	230	229	230	222	234	3	7	231	233	231	5	8	229	233	23	219	230	221	230	21	231	11	1	230	3	2	3	229	13	2	14	231	2	13	5	86	2	3	231	11	2	230	2	2	229	13	2	6	2	3	2	2	2	2	2	224	2	6	2	2	3	231	230	2	2	230	230	0	231	116	230	231	2	3	3	224	10	3	2	2	2	11	7	230	233	233	2	220	2	233	3	165	13	231	2	2	3	4	2	232	3	2	2	230	88	231	3	2	2	231	230	235	230	2	232	230
CTX-M-198	4	3	233	231	2	2	2	2	2	235	206	232	3	244	255	3	232	233	206	3	358	201	3	234	200	232	205	232	5	230	2	232	200	205	3	228	3	66	146	197	3	3	5	200	192	2	232	206	3	235	227	3	1	244	232	3	206	3	232	2	206	233	212	2	231	231	233	206	212	10	117	205	199	4	232	207	232	235	232	4	2	8	242	231	2	230	232	171	198	235	206	206	232	5	199	206	198	235	2	6	200	230	207	232	231	205	233	204	2	231	13	233	233	206	9	234	3	2	206	201	208	231	231	2	6	3	231	233	207	4	227	200	2	200	3	232	2	233	231	3	231	232	233	207	235	232	236	2	232	235	235	145	232	231	2	232	232	206	232	232	3	235	232	230	232	233	232	232	232	232	232	198	232	230	232	232	233	2	3	232	230	3	3	231	0	119	206	2	232	231	231	199	232	233	232	232	230	239	232	4	6	4	232	201	232	6	231	68	235	4	231	230	232	234	232	207	233	231	232	3	147	2	231	232	232	4	3	8	3	232	3	206
CTX-M-199	121	116	118	118	119	119	119	119	119	124	217	117	120	133	151	120	117	122	217	118	388	214	120	123	213	125	217	119	122	115	119	117	213	216	120	123	120	97	55	213	118	120	122	213	203	118	117	217	120	124	119	118	118	133	117	120	215	118	117	119	217	122	224	119	118	118	118	217	223	124	2	216	214	119	118	217	117	122	117	120	119	124	132	119	119	117	119	56	213	124	217	232	117	121	213	217	214	122	119	121	215	117	216	117	124	216	118	216	119	118	131	124	118	217	125	123	118	117	217	216	232	118	122	119	123	119	118	121	216	121	122	213	118	215	118	125	119	124	116	119	118	117	118	216	124	117	125	117	117	124	120	54	117	118	119	124	117	217	117	117	117	124	117	120	117	118	117	117	117	117	117	214	117	121	117	117	116	119	118	115	117	118	118	116	119	0	217	119	117	118	118	215	123	118	117	117	117	126	122	120	121	121	117	214	115	123	118	99	124	119	117	117	118	119	117	218	118	117	117	118	30	119	118	117	117	119	118	125	118	117	120	217
CTX-M-200	207	208	233	230	205	207	207	207	207	234	2	231	206	244	256	208	231	232	2	208	375	205	208	233	204	231	7	232	208	231	207	231	204	2	206	229	208	203	221	212	208	208	209	204	210	205	231	2	208	234	222	208	206	244	229	208	2	208	231	207	9	233	18	207	230	229	232	2	22	208	215	6	203	209	231	15	231	232	231	205	207	210	243	230	207	229	231	221	202	232	2	139	230	208	207	2	213	234	207	209	207	231	10	231	232	1	231	8	207	230	214	230	232	7	211	231	208	207	2	203	140	229	230	207	209	206	230	231	3	209	228	204	207	204	208	228	207	232	230	205	230	231	232	4	234	231	235	207	231	234	234	222	231	230	207	232	231	2	231	231	207	234	231	230	231	232	231	231	231	231	231	207	231	232	231	231	232	207	208	231	231	208	208	230	206	217	0	207	231	230	230	208	232	232	231	231	229	238	232	207	209	209	231	205	231	209	230	203	234	209	230	229	230	233	231	5	232	229	231	208	221	207	230	231	231	209	208	212	208	231	206	2
CTX-M-201	4	3	233	231	2	2	2	2	2	235	207	232	3	244	255	3	232	233	207	3	359	201	3	234	200	232	206	232	5	230	2	232	200	206	3	228	3	66	146	197	3	3	5	200	192	2	232	207	3	235	227	3	1	244	232	3	207	3	232	2	207	233	213	2	231	231	233	207	213	10	117	206	199	4	232	208	232	235	232	4	2	8	242	231	2	230	232	171	198	235	207	207	232	5	199	207	198	235	2	6	200	230	208	232	231	206	233	205	2	231	14	233	233	207	9	234	3	2	207	201	209	231	231	2	6	3	231	233	208	4	227	200	2	200	3	232	2	233	231	3	231	232	233	208	235	232	236	2	232	235	235	145	232	231	2	232	232	207	232	232	3	235	232	230	232	233	232	232	232	232	232	198	232	230	232	232	233	2	3	232	230	3	3	231	2	119	207	0	232	231	231	199	232	233	232	232	230	239	232	4	6	4	232	201	232	6	231	68	235	4	231	230	233	234	232	208	233	231	232	3	147	2	231	232	232	4	3	8	3	232	3	207
CTX-M-202	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	23	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	0	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	232	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-203	233	232	6	2	231	231	231	231	231	12	230	3	232	17	35	232	3	10	230	232	400	222	232	11	221	12	228	5	232	3	231	3	221	229	231	23	232	167	87	227	232	232	233	221	223	230	3	230	232	12	28	232	230	19	3	232	230	232	3	231	228	10	237	231	2	2	4	230	236	236	116	231	220	233	4	233	3	10	3	232	231	236	18	3	231	1	3	62	221	10	230	234	3	231	223	230	228	12	231	233	224	3	227	3	26	229	4	229	231	2	241	10	4	232	235	9	232	231	230	222	233	2	6	231	233	231	4	9	231	233	22	221	230	221	232	20	231	10	2	230	2	3	4	229	12	3	13	231	3	10	6	88	3	2	231	12	3	230	3	3	231	12	3	5	3	4	3	3	3	3	3	224	3	5	3	3	4	231	230	3	3	232	232	3	231	118	230	231	3	0	2	224	9	4	3	3	3	10	6	230	233	233	3	222	3	233	2	165	12	233	3	3	4	5	3	232	4	3	3	232	90	231	2	3	3	231	232	235	232	3	232	230
CTX-M-204	233	232	6	2	231	231	231	231	231	12	230	3	232	19	35	232	3	10	230	232	399	222	232	11	221	12	228	5	232	3	231	3	221	229	231	23	232	167	87	227	232	232	233	221	223	230	3	230	232	12	28	232	230	19	3	232	230	232	3	231	228	10	237	231	2	2	4	230	236	236	116	231	220	233	4	233	3	10	3	232	231	236	18	3	231	1	3	62	221	10	230	234	3	231	223	230	228	12	231	233	224	3	227	3	26	229	4	229	231	2	241	10	4	232	237	9	232	231	230	222	233	2	6	231	233	231	4	9	231	233	22	221	230	221	232	20	231	10	2	230	2	3	4	229	12	3	13	231	3	12	6	88	3	2	231	12	3	230	3	3	231	12	3	5	3	4	3	3	3	3	3	224	3	5	3	3	4	231	232	3	3	232	232	3	231	118	230	231	3	2	0	224	9	4	3	3	3	10	6	230	233	233	3	222	3	233	2	165	12	233	3	3	4	5	3	232	4	3	3	232	90	231	2	3	3	233	232	235	232	3	232	230
CTX-M-205	199	200	226	224	199	199	199	199	199	224	208	225	198	237	247	200	225	222	208	200	378	33	200	223	33	220	209	227	199	225	199	225	34	207	200	223	200	196	217	104	200	200	201	32	105	197	225	208	200	224	221	200	198	237	225	200	208	200	224	199	209	222	214	199	224	224	226	208	212	205	213	206	31	201	225	210	225	224	225	199	199	199	236	224	199	223	225	217	32	224	208	218	225	202	9	208	105	224	199	200	16	225	209	225	224	207	226	208	199	224	209	222	226	207	202	223	200	199	208	33	218	224	223	199	200	199	226	226	209	201	222	34	199	32	200	222	199	222	224	199	222	223	226	210	223	225	225	199	225	224	227	218	225	224	199	222	225	208	225	225	199	224	225	223	225	226	225	225	225	225	225	7	225	224	225	225	226	199	200	225	225	200	200	224	199	215	208	199	225	224	224	0	222	226	225	225	223	232	225	201	200	201	225	33	225	200	224	196	224	201	224	223	226	227	225	209	226	223	225	200	219	197	224	225	225	201	200	204	200	225	200	207
CTX-M-206	234	233	13	9	232	232	232	232	232	17	232	10	233	26	42	233	10	15	232	233	399	218	233	16	217	9	230	12	233	10	232	10	217	231	232	24	233	171	93	228	233	233	234	217	224	231	10	232	233	17	29	233	231	26	10	233	232	233	10	232	230	15	239	232	9	9	11	232	238	237	121	233	216	234	11	235	10	5	10	233	232	237	25	10	232	8	10	69	217	5	232	233	10	232	221	232	229	17	232	234	222	10	229	10	27	231	11	231	232	9	242	15	11	234	238	4	233	232	231	218	232	9	13	232	234	232	11	10	233	234	23	217	231	217	233	21	232	5	9	231	9	10	11	231	17	10	18	232	10	17	13	94	10	9	232	3	10	232	10	10	232	17	10	6	10	11	10	10	10	10	10	222	10	12	10	10	11	232	233	10	10	233	233	10	232	123	232	232	10	9	9	222	0	11	10	10	10	17	7	231	234	234	10	218	10	234	9	169	17	234	10	10	11	12	10	234	11	10	10	233	97	232	9	10	10	234	233	236	233	10	233	232
CTX-M-207	235	232	6	4	233	233	233	233	233	12	232	3	234	19	37	234	3	12	232	232	400	220	232	11	221	14	230	3	234	3	233	3	221	231	233	25	232	167	87	229	230	234	235	221	225	232	1	232	232	12	30	232	232	19	3	234	230	232	3	233	230	10	239	233	4	4	2	232	238	238	116	233	222	231	4	235	3	10	3	234	233	238	18	5	233	3	3	62	223	10	232	236	3	233	225	232	230	10	233	233	226	3	229	3	24	231	2	231	231	4	243	10	2	234	239	11	230	231	232	222	235	4	6	233	233	233	4	9	231	233	24	219	232	221	232	22	233	12	2	232	4	3	2	231	12	3	13	233	3	12	6	88	3	4	233	12	3	232	3	3	231	12	3	7	3	2	3	3	3	3	3	226	3	7	3	3	2	233	232	3	3	232	232	3	233	118	232	233	3	4	4	226	11	0	3	3	3	12	6	232	235	235	3	222	3	235	4	167	12	233	3	3	2	3	3	234	2	3	3	232	88	233	4	3	3	233	232	235	232	3	234	232
CTX-M-208	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	0	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-209	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	400	219	233	12	218	13	229	4	233	2	232	2	218	230	232	24	233	166	86	228	231	233	234	218	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	219	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	220	11	231	235	2	232	224	231	229	11	232	232	223	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	221	234	3	7	232	234	232	5	8	230	234	23	218	231	220	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	0	2	11	7	231	234	234	2	219	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-210	232	229	5	3	230	230	230	230	230	13	229	2	231	18	36	231	2	11	229	229	401	219	231	12	218	13	227	4	231	2	230	2	218	228	230	24	231	164	86	226	229	231	232	218	222	229	2	229	231	13	29	229	229	18	2	231	227	229	2	230	227	11	236	230	3	3	3	229	235	235	115	230	219	230	3	232	2	9	2	231	230	235	17	4	230	2	4	61	220	11	229	233	2	230	222	229	227	11	230	230	223	2	226	2	25	228	3	228	230	3	240	11	3	231	236	10	229	228	229	221	232	3	7	230	232	230	5	8	228	232	23	218	229	220	229	21	230	11	1	229	3	2	3	229	13	2	14	230	2	13	5	87	2	3	230	11	2	229	2	2	228	13	2	6	2	3	2	2	2	2	2	223	2	6	2	2	3	230	229	2	2	229	229	2	230	117	229	230	2	3	3	223	10	3	2	2	0	11	7	229	232	232	2	219	2	232	3	164	13	230	2	2	3	4	2	231	3	2	2	229	89	230	3	2	2	230	229	234	229	2	231	229
CTX-M-211	241	240	14	10	239	239	239	239	239	20	238	11	240	27	43	240	11	18	238	240	398	230	240	19	229	20	236	13	240	11	239	11	229	237	239	31	240	175	95	235	240	240	241	229	231	238	11	238	240	20	36	240	238	27	11	240	238	240	11	239	236	18	245	239	10	10	12	238	244	244	124	239	228	241	12	241	11	18	11	240	239	244	26	11	239	9	11	70	229	18	238	242	11	239	231	238	236	20	239	241	232	11	235	11	34	237	12	237	239	10	249	18	12	240	245	17	240	239	238	230	241	10	14	239	241	239	12	17	239	241	30	229	238	229	240	28	239	18	10	238	10	11	12	237	20	11	21	239	11	20	14	96	11	10	239	20	11	238	11	11	239	20	11	13	11	12	11	11	11	11	11	232	11	13	11	11	12	239	240	11	11	240	240	11	239	126	238	239	11	10	10	232	17	12	11	11	11	0	14	238	241	241	11	230	11	241	10	173	20	241	11	11	12	13	11	240	12	11	11	240	98	239	10	11	11	241	240	243	240	11	240	238
